model,provider,context,quality,price,speed,latency,scraped_at
Gemini 3.1 Pro Preview,Google,1m,57.18,4.5,124.45863113883,26.3141041515,2026-03-16
GPT-5.4 (xhigh),OpenAI,1m,56.95,5.625,80.2297355988768,167.211940997,2026-03-16
GPT-5.3 Codex (xhigh),OpenAI,400k,53.97,4.8125,69.988133590287,86.6413007055001,2026-03-16
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,52.95,10.0,66.3337971117882,13.0975407920001,2026-03-16
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,51.72,6.0,83.6147127374166,67.083084651,2026-03-16
GPT-5.2 (xhigh),OpenAI,400k,51.28,4.8125,111.517661497963,62.2940547029999,2026-03-16
GLM-5 (Reasoning),Z AI,203k,49.77,1.24,238.095826760165,0.435461865000008,2026-03-16
Claude Opus 4.5 (Reasoning),Anthropic,200k,49.73,10.0,86.4476452959136,14.325624617,2026-03-16
GPT-5.2 Codex (xhigh),OpenAI,400k,49.03,4.8125,93.2924247434678,2.548459131,2026-03-16
Grok 4.20 Beta 0309 (Reasoning),xAI,2m,48.48,3.0,258.685325593154,14.477915229,2026-03-16
Gemini 3 Pro Preview (high),Google,1m,48.39,4.5,121.953154892319,18.736017005,2026-03-16
GPT-5.1 (high),OpenAI,400k,47.7,3.4375,161.405989830287,30.8855851315001,2026-03-16
Kimi K2.5 (Reasoning),Kimi,262k,46.81,0.45,277.434443532889,0.222150408495509,2026-03-16
GPT-5.2 (medium),OpenAI,400k,46.64,4.8125,69.975051422318,3.51590367149998,2026-03-16
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,200k,46.46,10.0,57.0714772477181,1.05788290099991,2026-03-16
Gemini 3 Flash Preview (Reasoning),Google,1m,46.43,1.125,183.235393745761,6.38423408599999,2026-03-16
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,45.05,1.35,215.766942556881,0.834999406999998,2026-03-16
GPT-5 (high),OpenAI,400k,44.63,3.4375,92.5278014316596,72.7062838130001,2026-03-16
GPT-5 Codex (high),OpenAI,400k,44.63,3.4375,206.510722042879,9.44174788999999,2026-03-16
"Claude Sonnet 4.6 (Non-reasoning, High Effort)",Anthropic,200k,44.38,6.0,62.5548004818035,1.1582567,2026-03-16
GPT-5.1 Codex (high),OpenAI,400k,43.11,3.4375,139.530577035443,7.60517567550002,2026-03-16
Claude Opus 4.5 (Non-reasoning),Anthropic,200k,43.09,10.0,79.067449561819,1.48929911400003,2026-03-16
Claude 4.5 Sonnet (Reasoning),Anthropic,1m,43.03,6.0,95.7900971894141,5.74612561299995,2026-03-16
