model,provider,context,quality,price,speed,latency,scraped_at
Gemini 3.1 Pro Preview,Google,1m,57.18,4.5,132.269891937846,30.263373378,2026-04-08
GPT-5.4 (xhigh),OpenAI,1m,57.17,5.625,84.6730635786379,156.78015901,2026-04-08
GPT-5.3 Codex (xhigh),OpenAI,400k,53.97,4.8125,78.3673546808805,63.3266296265,2026-04-08
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,52.95,10.0,54.8023208079751,11.8139919935,2026-04-08
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,51.72,6.0,75.5123410023852,56.890690403,2026-04-08
GPT-5.2 (xhigh),OpenAI,400k,51.28,4.8125,71.3738111414574,82.3224909439999,2026-04-08
GLM-5.1 (Reasoning),Z AI,203k,51.28,2.15,126.475566259431,0.256649890000006,2026-04-08
GLM-5 (Reasoning),Z AI,203k,49.77,1.24,39.5754490555476,0.882264925499982,2026-04-08
Claude Opus 4.5 (Reasoning),Anthropic,200k,49.73,10.0,72.2478734737524,12.6159476385,2026-04-08
MiniMax-M2.7,MiniMax,205k,49.62,0.525,48.4549479008369,1.96278942799995,2026-04-08
GPT-5.2 Codex (xhigh),OpenAI,400k,49.03,4.8125,111.356723524392,24.50403882,2026-04-08
Grok 4.20 Beta 0309 (Reasoning),xAI,2m,48.48,3.0,258.368567149819,10.8051333865,2026-04-08
Gemini 3 Pro Preview (high),Google,1m,48.39,4.5,139.125570476457,28.2126332874999,2026-04-08
GPT-5.4 mini (xhigh),OpenAI,400k,48.1,1.6875,0.294267324307931,68.562915223,2026-04-08
GPT-5.1 (high),OpenAI,400k,47.7,3.4375,119.740043820823,25.0961585055,2026-04-08
Kimi K2.5 (Reasoning),Kimi,262k,46.81,0.9,29.7096738688018,0.573734598000101,2026-04-08
GPT-5.2 (medium),OpenAI,400k,46.64,4.8125,65.8918046367368,3.77195171900007,2026-04-08
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,1m,46.46,10.0,49.2579395246163,1.78600224599995,2026-04-08
Gemini 3 Flash Preview (Reasoning),Google,1m,46.43,1.125,195.762950408088,5.96689787300005,2026-04-08
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,45.05,1.255,126.919079920421,0.683665901999887,2026-04-08
GPT-5 (high),OpenAI,400k,44.63,3.4375,108.797138218162,100.722915633,2026-04-08
