model,provider,context,quality,price,speed,latency,scraped_at
GPT-5.5 (xhigh),OpenAI,1m,60.24,23.75,78.6858447873654,35.7257266635002,2026-05-07
GPT-5.5 (high),OpenAI,1m,58.87,23.75,71.2552067998044,19.0056478245,2026-05-07
"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",Anthropic,1m,57.28,20.3125,61.4013827454484,27.1260809070001,2026-05-07
Gemini 3.1 Pro Preview,Google,1m,57.18,9.5,130.605663456051,28.2566905359999,2026-05-07
GPT-5.4 (xhigh),OpenAI,1m,56.8,11.875,81.0203473721505,159.552195857,2026-05-07
GPT-5.5 (medium),OpenAI,1m,56.71,23.75,72.1042291393763,4.44973403149995,2026-05-07
Kimi K2.6,Kimi,262k,53.9,2.2499999999999996,20.105270684657,1.08720608099999,2026-05-07
MiMo-V2.5-Pro,Xiaomi,1m,53.83,1.9999999999999998,61.5690419000112,3.77339941099978,2026-05-07
GPT-5.3 Codex (xhigh),OpenAI,400k,53.56,10.9375,83.979708490476,58.8386940665,2026-05-07
Grok 4.3,xAI,1m,53.2,2.1875,95.6794265605157,37.2966036325,2026-05-07
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,52.95,20.3125,54.5696014538886,12.3350654164999,2026-05-07
"Claude Opus 4.7 (Non-reasoning, High Effort)",Anthropic,1m,51.82,20.0,76.1327922576451,1.21425565499999,2026-05-07
Qwen3.6 Max Preview,Alibaba,256k,51.81,6.175,39.1286642257149,2.1189451985,2026-05-07
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,51.72,12.1875,71.8096347916726,52.2489739175,2026-05-07
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,1m,51.51,2.4725,162.429611580451,0.714684634499974,2026-05-07
GLM-5.1 (Reasoning),Z AI,203k,51.41,2.8875,39.2430492355475,0.753077443500075,2026-05-07
GPT-5.2 (xhigh),OpenAI,400k,51.28,10.9375,72.1892201432861,67.3645378419999,2026-05-07
GPT-5.5 (low),OpenAI,1m,50.78,23.75,68.9536122691666,1.8019768515,2026-05-07
Qwen3.6 Plus,Alibaba,1m,49.98,2.375,53.0421180336646,1.60229323099986,2026-05-07
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,131k,49.79,2.4725,93.1081882939704,0.401972832499951,2026-05-07
GLM-5 (Reasoning),Z AI,203k,49.77,2.12,23.791476302943,1.05866458699991,2026-05-07
Claude Opus 4.5 (Reasoning),Anthropic,200k,49.73,20.0,68.4361701015677,11.9225036684998,2026-05-07
MiniMax-M2.7,MiniMax,197k,49.62,0.9749999999999999,36.3691091864115,4.07811261399979,2026-05-07
Grok 4.20 0309 v2 (Reasoning),xAI,262k,49.33,5.0,239.966174632301,11.5646213454998,2026-05-07
MiMo-V2-Pro,Xiaomi,131k,49.2,2.5,66.9516824922379,2.02046925399998,2026-05-07
GPT-5.2 Codex (xhigh),OpenAI,400k,49.03,10.9375,96.4703703590443,1.56691690199995,2026-05-07
