model,provider,context,quality,price,speed,latency,scraped_at
"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",Anthropic,1m,55.69,20.0,67.99958524556,20.741522852,2026-06-25
GPT-5.5 (xhigh),OpenAI,272k,54.84,23.75,66.34686908833,24.1338030809998,2026-06-25
"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.53,20.0,83.8780311835046,18.7792362570003,2026-06-25
GPT-5.5 (high),OpenAI,272k,53.13,23.75,75.6603855006298,12.7618161065001,2026-06-25
GPT-5.4 (xhigh),OpenAI,272k,51.4,11.875,158.735165037897,97.8312989200001,2026-06-25
GLM-5.2 (max),Z AI,980k,51.09,2.92,57.7238847527923,1.82107377500005,2026-06-25
GPT-5.5 (medium),OpenAI,272k,50.41,23.75,74.4030121000317,4.11817045849989,2026-06-25
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,229.067318402377,14.0151690765,2026-06-25
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,47.21,12.0,68.320923531501,65.6484316869999,2026-06-25
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,146.469197169545,34.8805196900003,2026-06-25
Qwen3.7 Max,Alibaba,991k,45.99,6.25,202.784953046341,1.61572930299963,2026-06-25
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,228.961122900901,13.4551174030001,2026-06-25
MiniMax-M3,MiniMax,1m,44.44,0.9749999999999999,24.9632381593414,1.25871775399997,2026-06-25
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,66k,44.27,0.76125,73.4226402102426,1.17433532300004,2026-06-25
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,83.7951075101754,57.6349771579999,2026-06-25
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,43.71,20.0,65.0871488902177,18.2468798009999,2026-06-25
GPT-5.5 (low),OpenAI,272k,43.46,23.75,62.5431124528704,1.88639135950007,2026-06-25
Kimi K2.6,Kimi,262k,42.84,2.8,454.88032938934,0.599337067000078,2026-06-25
"Claude Opus 4.7 (Non-reasoning, High Effort)",Anthropic,1m,42.68,20.0,53.7812847830158,1.18683749800004,2026-06-25
MiMo-V2.5-Pro,Xiaomi,1m,42.24,0.76125,44.8027424894463,2.09338487299999,2026-06-25
GPT-5.2 (xhigh),OpenAI,400k,42.18,10.9375,84.5134079607182,85.6739046969997,2026-06-25
Kimi K2.7 Code,Kimi,66k,41.95,2.8125,47.0622842266802,0.536074538999856,2026-06-25
Nex-N2-Pro,Nex AGI,262k,40.96,2.0,104.290810933911,1.16770281799995,2026-06-25
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,66k,40.83,0.76125,75.7103612384469,1.1336916495,2026-06-25
Claude Opus 4.5 (Reasoning),Anthropic,200k,40.77,20.0,74.7355725384662,9.77649154649998,2026-06-25
MiMo-V2-Pro,Xiaomi,131k,40.29,2.5,47.9253691338215,1.93877707099995,2026-06-25
"DeepSeek V4 Flash (Reasoning, Max Effort)",DeepSeek,1m,40.28,0.1925,105.151936449769,2.07149954499982,2026-06-25
GLM-5.1 (Reasoning),Z AI,203k,40.16,2.6500000000000004,65.4370158259789,0.823115338999997,2026-06-25
MiMo-V2.5,Xiaomi,1m,40.14,0.24500000000000002,96.0356566659494,0.517858763499817,2026-06-25
GPT-5.2 Codex (xhigh),OpenAI,400k,40.14,10.9375,145.523150125287,1.32489820450002,2026-06-25
Qwen3.6 Max Preview,Alibaba,256k,40.0,6.175,41.8494085001824,2.13856424100004,2026-06-25
GPT-5.4 mini (xhigh),OpenAI,400k,39.98,3.5625,230.942581657949,117.462045363,2026-06-25
Grok Build 0.1 0616,xAI,256k,39.8,1.75,70.5808505659439,0.404319843999985,2026-06-25
Qwen3.6 Plus,Alibaba,1m,39.56,2.375,52.8729019749083,1.778765195,2026-06-25
Gemini 3 Pro Preview (high),Google,1m,39.55,9.5,146.664968834497,27.061438686,2026-06-25
GLM-5 (Reasoning),Z AI,203k,39.5,2.12,16.1638321389971,2.82612172649988,2026-06-25
GPT-5.4 (low),OpenAI,272k,39.14,11.875,128.585662555073,1.32599281800003,2026-06-25
Qwen3.7 Plus,Alibaba,1m,38.98,0.9699999999999999,51.1487367626362,1.71657766649998,2026-06-25
GPT-5.1 (high),OpenAI,272k,38.91,7.8125,98.4968703352579,40.4606434955003,2026-06-25
GPT-5.4 nano (xhigh),OpenAI,400k,38.24,0.9875,168.866119670495,2.88703107799995,2026-06-25
MiniMax-M2.7,MiniMax,197k,38.13,0.9749999999999999,497.603334977662,0.707698693000111,2026-06-25
Kimi K2.5 (Reasoning),Kimi,262k,38.11,1.8,32.9854676379677,0.609827191000022,2026-06-25
GPT-5.2 (medium),OpenAI,400k,37.95,10.9375,70.1664641624414,2.91054169699999,2026-06-25
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,1m,37.79,20.0,57.2800483906527,2.08341399249997,2026-06-25
Nemotron 3 Ultra 550B A55B (Reasoning),NVIDIA,262k,37.76,1.0025,84.0357133208422,0.469376637500091,2026-06-25
Gemini 3 Flash Preview (Reasoning),Google,1m,37.76,2.375,227.31722992646,5.85855678700023,2026-06-25
Grok 4.3 (high),xAI,1m,37.58,2.1875,148.673559983511,23.4455756309999,2026-06-25
"DeepSeek V4 Flash (Reasoning, High Effort)",DeepSeek,1m,37.36,0.1925,111.855367051604,2.15338199300004,2026-06-25
Qwen3.6 27B (Reasoning),Alibaba,131k,37.05,2.4,428.768504809234,0.88319161000004,2026-06-25
Grok 4.20 0309 v2 (Reasoning),xAI,2m,37.0,5.0,257.280570114536,11.363446986,2026-06-25
Grok 4.20 0309 (Reasoning),xAI,2m,36.5,5.0,243.668234457271,12.1104389764999,2026-06-25
MiMo-V2-Omni-0327,Xiaomi,131k,36.39,1.6,74.1662212184128,2.07809452300034,2026-06-25
GPT-5 Codex (high),OpenAI,400k,36.12,7.8125,202.309954585082,8.54348231450012,2026-06-25
GPT-5 (high),OpenAI,400k,36.11,7.8125,104.48728072835,73.680708183,2026-06-25
Grok 4.3 (medium),xAI,524k,36.0,2.1875,247.745805624789,10.6493662380001,2026-06-25
"Claude Sonnet 4.6 (Non-reasoning, High Effort)",Anthropic,200k,35.89,12.0,69.5816191942106,1.07143922249997,2026-06-25
Grok 4.3 (low),xAI,524k,35.44,2.1875,232.145987142294,3.66037523799992,2026-06-25
KAT Coder Pro V2,KwaiKAT,256k,35.39,0.9749999999999999,117.180801308492,0.909084052000026,2026-06-25
GPT-5.5 (Non-reasoning),OpenAI,1m,35.38,23.75,57.1953525968353,0.966417975000013,2026-06-25
GLM-5.1 (Non-reasoning),Z AI,203k,35.37,2.6500000000000004,61.7919980668955,0.793096709500048,2026-06-25
Gemini 3.5 Flash (minimal),Google,1m,34.91,7.125,228.231627814723,0.895632474999956,2026-06-25
GPT-5.1 Codex (high),OpenAI,400k,34.73,7.8125,193.27485176807,4.80383524299987,2026-06-25
Claude Opus 4.5 (Non-reasoning),Anthropic,200k,34.71,20.0,69.1494952216568,1.73431971299999,2026-06-25
Claude 4.5 Sonnet (Reasoning),Anthropic,1m,34.65,12.0,58.9138889386388,7.19400039899983,2026-06-25
KAT-Coder-Pro V1,KwaiKAT,256k,34.62,0.9749999999999999,115.517380130171,0.936352314000032,2026-06-25
Kimi K2.6 (Non-reasoning),Kimi,262k,34.58,2.75,38.9988454519643,1.82429760750006,2026-06-25
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,1m,34.26,12.0,59.669567731439,1.13107074649974,2026-06-25
GLM-4.7 (Reasoning),Z AI,200k,33.81,1.4125,29.9753355691665,0.550365461000183,2026-06-25
Qwen3.5 27B (Reasoning),Alibaba,262k,33.78,1.5625,33.5195419842445,1.59084885149963,2026-06-25
GPT-5 (medium),OpenAI,400k,33.74,7.8125,106.062323557767,26.0966385735,2026-06-25
Claude 4.1 Opus (Reasoning),Anthropic,200k,33.71,60.0,49.5660009599774,9.86272185999997,2026-06-25
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,33.68,1.8524999999999998,110.319286621227,1.50001964650003,2026-06-25
MiniMax-M2.5,MiniMax,205k,33.65,0.8,45.2451708943926,1.25469463100001,2026-06-25
Hy3-preview (Reasoning),Tencent,262k,33.58,0.21150000000000002,108.399513955519,2.00354991699987,2026-06-25
DeepSeek V3.2 (Reasoning),DeepSeek,164k,33.45,0.3672500000000001,32.0123134449917,1.65979341000002,2026-06-25
Grok 4,xAI,256k,33.28,22.0,34.1632764408299,16.7283157139999,2026-06-25
MiMo-V2-Flash (Feb 2026),Xiaomi,256k,33.22,0.24999999999999997,73.5066030393548,2.41274330049986,2026-06-25
GPT-5 mini (high),OpenAI,400k,32.96,1.5625,90.9773896185492,90.6136243840001,2026-06-25
Kimi K2 Thinking,Kimi,256k,32.7,2.025,131.588859905892,0.915171543999804,2026-06-25
o3-pro,OpenAI,200k,32.52,65.0,26.2377422027043,66.5819703530001,2026-06-25
GLM-5 (Non-reasoning),Z AI,203k,32.41,1.71,11.433662998969,19.1972884415,2026-06-25
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,32.28,1.625,47.4519460588656,1.37694291350001,2026-06-25
Qwen3.5 397B A17B (Non-reasoning),Alibaba,262k,31.98,2.0575,138.753875661151,2.63278933400034,2026-06-25
Qwen3.6 35B A3B (Reasoning),Alibaba,229k,31.65,0.7875,46.4883898120681,0.444381657000122,2026-06-25
MiniMax-M2.1,MiniMax,205k,31.36,0.9749999999999999,226.79874287333,7.28251913899999,2026-06-25
DeepSeek V4 Pro (Non-reasoning),DeepSeek,1m,31.22,0.76125,84.6072160539614,1.19004065600006,2026-06-25
MiMo-V2-Flash (Reasoning),Xiaomi,256k,31.2,0.24999999999999997,75.7489277408153,1.9886295204999,2026-06-25
GPT-5 (low),OpenAI,400k,31.15,7.8125,85.5826860598078,9.73764527499998,2026-06-25
Claude 4 Opus (Reasoning),Anthropic,200k,30.97,60.0,47.9035465105967,7.85707013950002,2026-06-25
GPT-5 mini (medium),OpenAI,400k,30.92,1.5625,87.7579111144684,18.3903349629999,2026-06-25
Claude 4 Sonnet (Reasoning),Anthropic,1m,30.67,12.0,63.0199149857437,7.42802932999984,2026-06-25
Qwen3.5 Omni Plus,Alibaba,256k,30.64,3.6999999999999997,51.8135072432555,1.29775008700017,2026-06-25
GPT-5.1 Codex mini (high),OpenAI,400k,30.63,1.5625,205.002459684428,4.72777111950004,2026-06-25
Ring-2.6-1T,InclusionAI,262k,30.57,1.95,132.932397017373,1.85909907200016,2026-06-25
o3,OpenAI,200k,30.4,6.5,117.74529934352,19.5553141065,2026-06-25
GPT-5.4 nano (medium),OpenAI,400k,30.16,0.9875,159.215161642745,3.42349113700001,2026-06-25
Mistral Medium 3.5,Mistral,262k,29.95,6.0,105.348586638838,0.739149874000077,2026-06-25
GPT-5.4 mini (medium),OpenAI,400k,29.81,3.5625,217.149517496752,5.18873181050009,2026-06-25
Step 3.7 Flash,StepFun,256k,29.73,0.9125,409.062577651031,0.777848911999968,2026-06-25
Claude 4.5 Haiku (Reasoning),Anthropic,200k,29.58,4.0,146.414597338307,10.4418324784999,2026-06-25
Kimi K2.5 (Non-reasoning),Kimi,262k,29.4,1.8,360.810753639701,4.81039377800016,2026-06-25
Gemma 4 31B (Reasoning),Google,262k,29.35,0.3175,25.8102929112601,0.401357915999995,2026-06-25
Qwen3.5 27B (Non-reasoning),Alibaba,262k,29.31,1.8749999999999998,98.1284655362912,1.47453140199991,2026-06-25
Qwen3.6 27B (Non-reasoning),Alibaba,131k,29.28,2.4,420.978370372317,0.850345792000098,2026-06-25
Claude 4.5 Sonnet (Non-reasoning),Anthropic,1m,29.28,12.0,63.575880872889,1.27029818850003,2026-06-25
Qwen3.5 35B A3B (Reasoning),Alibaba,262k,29.26,1.4100000000000001,77.5325902850296,1.39423885800011,2026-06-25
DeepSeek V4 Flash (Non-reasoning),DeepSeek,1m,28.65,0.01,46.1636902760247,1.03120524399992,2026-06-25
MiniMax-M2,MiniMax,205k,28.31,0.9749999999999999,132.809281440283,0.857133966999982,2026-06-25
Claude 4.1 Opus (Non-reasoning),Anthropic,200k,28.24,59.999249999999996,20.0970575316328,3.40345050000031,2026-06-25
Qwen3.5 122B A10B (Non-reasoning),Alibaba,262k,28.12,1.8724999999999998,52.9062605094525,0.413770586999817,2026-06-25
MiMo-V2.5-Pro (Non-reasoning),Xiaomi,1m,27.86,0.76125,49.801998992678,1.7657541635,2026-06-25
GPT-5.4 (Non-reasoning),OpenAI,272k,27.68,11.875,124.899933070451,0.699239045500008,2026-06-25
Gemini 3 Flash Preview (Non-reasoning),Google,1m,27.37,2.375,211.955407312286,0.836277205499982,2026-06-25
Gemini 2.5 Pro,Google,1m,26.98,7.8125,124.149657184451,24.3831614194998,2026-06-25
GLM-4.7 (Non-reasoning),Z AI,200k,26.56,1.4125,37.6817999575379,0.458724169000106,2026-06-25
DeepSeek V3.1 Terminus (Reasoning),DeepSeek,131k,26.35,0.8175,33.9841794925902,2.02304268099999,2026-06-25
Hy3-preview (Non-reasoning),Tencent,262k,26.1,0.21150000000000002,139.221486098808,2.35639706399979,2026-06-25
