model,provider,context,quality,price,speed,latency,scraped_at
Gemini 3.1 Pro Preview,Google,1m,100.0,4.5,124.32386953657,31.2887634455001,2026-03-07
GPT-5.4 (xhigh),OpenAI,1m,99.6,5.625,73.1320990843544,125.4252591105,2026-03-07
GPT-5.3 Codex (xhigh),OpenAI,400k,94.39,4.8125,72.3587440486633,90.2616627439999,2026-03-07
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,92.6,10.0,67.4901692924987,1.96101089699999,2026-03-07
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,90.45,6.0,81.5851144742292,63.7205486065,2026-03-07
GPT-5.2 (xhigh),OpenAI,400k,89.68,4.8125,86.6840785331409,102.579757266,2026-03-07
GLM-5 (Reasoning),Z AI,203k,87.04,1.24,250.018969484245,0.990907989499988,2026-03-07
Claude Opus 4.5 (Reasoning),Anthropic,200k,86.97,10.0,92.7343909604244,8.98058425099804,2026-03-07
GPT-5.2 Codex (xhigh),OpenAI,400k,85.75,4.8125,90.2860574213898,3.41775894800003,2026-03-07
Gemini 3 Pro Preview (high),Google,1m,84.63,4.5,123.549593046946,20.409686334,2026-03-07
GPT-5.1 (high),OpenAI,400k,83.42,3.4375,160.319196538088,38.184055511499,2026-03-07
Kimi K2.5 (Reasoning),Kimi,256k,81.86,0.9,278.996454954777,0.261763167499993,2026-03-07
GPT-5.2 (medium),OpenAI,400k,81.57,4.8125,62.7955943622504,3.02515409749995,2026-03-07
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,200k,81.25,10.0,53.5461431160291,1.55375598200044,2026-03-07
Gemini 3 Flash Preview (Reasoning),Google,1m,81.2,1.125,181.093102341709,7.39948658899993,2026-03-07
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,78.79,1.35,58.0515217361837,1.09781794899993,2026-03-07
GPT-5 Codex (high),OpenAI,400k,78.05,3.4375,191.587226379532,7.90863815849991,2026-03-07
GPT-5 (high),OpenAI,400k,78.05,3.4375,91.2240738506156,69.969480749,2026-03-07
"Claude Sonnet 4.6 (Non-reasoning, High Effort)",Anthropic,200k,77.61,6.0,58.7711955722554,1.32210445550004,2026-03-07
GPT-5.1 Codex (high),OpenAI,400k,75.39,3.4375,118.470839115347,12.1967549620005,2026-03-07
Claude Opus 4.5 (Non-reasoning),Anthropic,200k,75.36,10.0,70.0956384151547,1.91558134900002,2026-03-07
Claude 4.5 Sonnet (Reasoning),Anthropic,1m,75.25,6.0,88.4411631751965,6.43663415099996,2026-03-07
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,200k,74.5,6.0,52.2680855337638,0.915771326999902,2026-03-07
GLM-4.7 (Reasoning),Z AI,200k,73.64,0.7375,607.112231401736,0.924762083999994,2026-03-07
Qwen3.5 27B (Reasoning),Alibaba,262k,73.57,0.825,87.9438623726072,1.40966844000002,2026-03-07
GPT-5 (medium),OpenAI,400k,73.5,3.4375,108.095472693053,38.4742686600009,2026-03-07
MiniMax-M2.5,MiniMax,197k,73.33,0.4,91.5573878976667,0.969027281500075,2026-03-07
DeepSeek V3.2 (Reasoning),DeepSeek,128k,72.95,0.30175,258.508782454681,1.36737137549997,2026-03-07
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,72.75,1.1,137.795796900996,1.00651758899971,2026-03-07
Grok 4,xAI,256k,72.61,6.0,45.1670772788346,9.886359527,2026-03-07
MiMo-V2-Flash (Feb 2026),Xiaomi,256k,72.51,0.15,114.294681813334,1.37221006999994,2026-03-07
Gemini 3 Pro Preview (low),Google,1m,72.23,4.5,123.409274589829,2.60818026899869,2026-03-07
GPT-5 mini (high),OpenAI,400k,72.0,0.6875,98.8590141797898,104.462276172,2026-03-07
