model,provider,context,quality,price,speed,latency,scraped_at
"Claude Opus 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,60.69,20.0,53.4982893918818,35.5659396785,2026-08-06
"Claude Opus 5 (Adaptive Reasoning, Xhigh Effort)",Anthropic,1m,60.07,20.0,53.4831434009211,26.273651522,2026-08-06
"Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)",Anthropic,1m,59.86,40.0,67.3711383160982,66.04135159,2026-08-06
GPT-5.6 Sol (max),OpenAI,262k,58.89,23.75,70.1094208672142,99.3603804085,2026-08-06
"Claude Opus 5 (Adaptive Reasoning, High Effort)",Anthropic,1m,58.86,20.0,54.4516689351809,11.733983279,2026-08-06
GPT-5.6 Sol (xhigh),OpenAI,1m,57.65,23.75,62.3652431559617,28.949504249,2026-08-06
Kimi K3 (max),Kimi,1m,57.11,12.0,36.9061125509132,2.76614621100004,2026-08-06
"Claude Opus 5 (Adaptive Reasoning, Medium Effort)",Anthropic,1m,56.28,20.0,53.0951600979297,6.434785628,2026-08-06
GPT-5.6 Sol (high),OpenAI,1m,55.87,23.75,57.9270504425905,14.072911299,2026-08-06
GPT-5.6 Terra (max),OpenAI,1m,54.95,9.5,126.898728028421,103.6215222955,2026-08-06
Grok 4.5 (high),SpaceXAI,500k,53.83,5.0,58.5432651682701,13.4438801675,2026-08-06
GPT-5.6 Sol (medium),OpenAI,1m,53.59,23.75,59.2725199907155,6.68237645850002,2026-08-06
"Claude Sonnet 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.35,8.0,87.7599551018703,121.360588076,2026-08-06
GPT-5.6 Terra (xhigh),OpenAI,1m,51.6,9.5,118.119239937872,15.346062645,2026-08-06
GPT-5.6 Luna (max),OpenAI,1m,51.24,0.95,167.296908252383,74.200851997,2026-08-06
GLM-5.2 (max),Z AI,205k,51.09,1.9874999999999998,57.4649863085974,0.824088610999993,2026-08-06
Muse Spark 1.1 (xhigh),Meta,1m,50.62,3.5,202.68588379807,2.06894777399998,2026-08-06
"Claude Opus 5 (Adaptive Reasoning, Low Effort)",Anthropic,1m,50.61,20.0,50.8921223140771,2.84863218849999,2026-08-06
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,261.009242373964,13.0373850305,2026-08-06
Gemini 3.6 Flash (high),Google,1m,50.07,6.0,232.926529822676,18.434230957,2026-08-06
"DeepSeek V4 Flash 0731 (Reasoning, Max Effort)",DeepSeek,1m,49.93,0.1575,81.0751197569803,0.508908676999994,2026-08-06
GPT-5.6 Sol (low),OpenAI,1m,49.44,23.75,58.3522917633197,3.16833803349999,2026-08-06
GPT-5.6 Luna (xhigh),OpenAI,1m,49.07,0.95,167.313507017085,32.852997743,2026-08-06
GPT-5.6 Terra (high),OpenAI,1m,48.95,9.5,105.460071731876,3.0042252,2026-08-06
Kimi K3 (low),Kimi,1m,46.6,12.0,36.8887212214535,3.12338645,2026-08-06
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,134.120596290309,24.870247336,2026-08-06
GPT-5.6 Luna (high),OpenAI,1m,46.06,0.95,157.266154302349,10.792710066,2026-08-06
Qwen3.7 Max,Alibaba,991k,45.99,6.25,201.347536605971,1.48165463699999,2026-08-06
GPT-5.6 Terra (medium),OpenAI,1m,45.57,9.5,104.368315940198,1.53151758649998,2026-08-06
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,269.838145299324,12.625412122,2026-08-06
MiniMax-M3,MiniMax,1m,44.44,0.7775,297.485498285664,0.888644323000002,2026-08-06
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,117.747115045297,49.480997447,2026-08-06
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,1m,44.27,0.76125,64.4623406650673,1.11139307799999,2026-08-06
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,66k,43.11,0.76125,61.2901614044407,1.01439350100003,2026-08-06
MiMo-V2.5-Pro,Xiaomi,1m,42.24,0.76125,65.4873822457123,2.27884504399998,2026-08-06
Kimi K2.7 Code,Kimi,256k,41.95,2.8025,325.677773713147,0.873598211000058,2026-08-06
"Claude Sonnet 5 (Non-reasoning, High Effort)",Anthropic,1m,41.73,8.0,71.2810701020514,1.918898907,2026-08-06
Hy3,Tencent,256k,41.23,0.42900000000000005,73.3467673652932,1.59766003299995,2026-08-06
GPT-5.6 Sol (Non-reasoning),OpenAI,1m,41.2,23.75,63.925657308495,0.97480886850002,2026-08-06
Nex-N2-Pro,Nex AGI,262k,40.96,2.0,136.891218647948,0.864517016000008,2026-08-06
Inkling (xhigh),Thinking Machines,131k,40.74,3.2749999999999995,202.320843469884,0.392191751999974,2026-08-06
GPT-5.6 Terra (low),OpenAI,1m,40.47,9.5,104.422771014591,1.453270438,2026-08-06
Inkling Small,Thinking Machines,256k,40.17,0.9749999999999999,130.19208440815,1.452764293,2026-08-06
Qwen3.6 Plus,Alibaba,1m,39.56,2.375,55.3691594323329,1.27699645000002,2026-08-06
Qwen3.7 Plus,Alibaba,1m,38.98,1.3000000000000003,54.4471019062625,1.42673254600004,2026-08-06
Agnes 2.5 Pro Alpha,Sapiens AI,1m,38.79,0.7875000000000001,128.709030584831,2.57863523699999,2026-08-06
GPT-5.6 Luna (medium),OpenAI,1m,38.05,0.95,167.820269296548,3.80225779350001,2026-08-06
Nemotron 3 Ultra 550B A55B (Reasoning),NVIDIA,262k,37.76,1.7750000000000001,70.8673043529377,4.92116139700005,2026-08-06
MiMo-V2.5,Xiaomi,1m,37.2,0.24500000000000002,55.5985181393847,0.926776734999976,2026-08-06
Qwen3.6 27B (Reasoning),Alibaba,262k,37.05,2.4,451.343945637027,0.32336415650002,2026-08-06
Gemini 3.5 Flash-Lite,Google,1m,36.48,1.95,382.559069171948,8.84227238799999,2026-08-06
Grok 4.3 (medium),SpaceXAI,524k,36.0,2.1875,173.574184195714,10.559326381,2026-08-06
Grok 4.3 (low),SpaceXAI,524k,35.44,2.1875,201.713802605735,3.88635599200001,2026-08-06
Gemini 3.5 Flash (minimal),Google,1m,34.91,7.125,245.096286863868,0.797365642499998,2026-08-06
Kimi K2.6 (Non-reasoning),Kimi,262k,34.58,2.72,266.717277891567,0.87323501700007,2026-08-06
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,1m,34.26,12.0,55.9437393313593,1.28751229150003,2026-08-06
GLM-5.2 (Non-reasoning),Z AI,432k,34.05,3.3749999999999996,237.081250796237,5.284595924,2026-08-06
GPT-5.6 Terra (Non-reasoning),OpenAI,1m,33.97,9.5,113.627832983953,0.704483135000032,2026-08-06
KAT Coder Pro V2,KwaiKAT,256k,33.69,0.9749999999999999,104.146807955471,1.31148772649999,2026-08-06
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,33.68,1.8524999999999998,100.164759009855,1.15122112000001,2026-08-06
LongCat 2.0,LongCat,1m,33.48,2.4000000000000004,44.8769755363788,1.84240399800004,2026-08-06
GPT-5.6 Luna (low),OpenAI,1m,33.26,0.95,159.579479316558,1.7394576105,2026-08-06
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,32.28,1.625,55.5081087575835,1.24905691800001,2026-08-06
Qwen3.5 397B A17B (Non-reasoning),Alibaba,262k,31.98,1.93375,10.9807562811472,0.957403501999986,2026-08-06
Qwen3.6 35B A3B (Reasoning),Alibaba,229k,31.65,0.7374999999999999,51.1228752635235,0.527640946999981,2026-08-06
DeepSeek V4 Pro (Non-reasoning),DeepSeek,1m,31.22,0.76125,66.6372691699891,1.03914757250001,2026-08-06
Qwen3.5 Omni Plus,Alibaba,256k,30.64,3.6999999999999997,51.4781929812965,1.28628692699999,2026-08-06
Qwen3.6 27B (Non-reasoning),Alibaba,131k,30.46,2.4,448.896311756217,0.30333741600002,2026-08-06
o3,OpenAI,200k,30.4,6.5,104.868208155174,18.5099819495,2026-08-06
