model,provider,context,quality,price,speed,latency,scraped_at
"Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)",Anthropic,1m,59.86,40.0,59.8490636993915,73.668666504,2026-07-13
GPT-5.6 Sol (max),OpenAI,1m,58.89,23.75,83.2845401064229,83.0388816709997,2026-07-13
GPT-5.6 Sol (xhigh),OpenAI,1m,57.65,23.75,71.9418444604462,28.0749982910002,2026-07-13
GPT-5.6 Sol (high),OpenAI,1m,55.87,23.75,70.5109357968311,10.1152696910003,2026-07-13
"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",Anthropic,1m,55.69,20.0,57.1299453926798,23.4029089985,2026-07-13
GPT-5.6 Terra (max),OpenAI,1m,54.95,11.875,150.364433385428,79.1767970460005,2026-07-13
GPT-5.5 (xhigh),OpenAI,272k,54.84,23.75,76.0143588431851,24.9519039655,2026-07-13
Grok 4.5 (high),SpaceXAI,500k,53.83,5.0,110.30650924453,13.4516137705,2026-07-13
GPT-5.6 Sol (medium),OpenAI,1m,53.59,23.75,65.4861190238218,4.29800161000003,2026-07-13
"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.53,20.0,66.827388455995,14.6830665625,2026-07-13
"Claude Sonnet 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.35,8.0,77.9335755954914,107.1235666575,2026-07-13
GPT-5.5 (high),OpenAI,272k,53.13,23.75,66.3144226119288,17.135867145,2026-07-13
GPT-5.6 Terra (xhigh),OpenAI,1m,51.6,11.875,129.552505234021,10.5795744145001,2026-07-13
GPT-5.4 (xhigh),OpenAI,272k,51.4,11.875,164.038525169434,99.9804529655,2026-07-13
GPT-5.6 Luna (max),OpenAI,1m,51.24,4.75,230.096370809449,65.0797575199998,2026-07-13
GLM-5.2 (max),Z AI,980k,51.09,2.4825,52.4637391717041,0.622174136000013,2026-07-13
Muse Spark 1.1 (xhigh),Meta,1m,50.62,3.5,128.396910155736,0.915825567500264,2026-07-13
GPT-5.5 (medium),OpenAI,272k,50.41,23.75,70.2715716418364,3.614116212,2026-07-13
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,236.397666979026,12.0579783805,2026-07-13
GPT-5.6 Sol (low),OpenAI,1m,49.44,23.75,72.5289398628655,2.25918220299991,2026-07-13
GPT-5.6 Luna (xhigh),OpenAI,1m,49.07,4.75,220.828777219391,28.7041704975,2026-07-13
GPT-5.6 Terra (high),OpenAI,1m,48.95,11.875,118.709532416532,1.74098633800014,2026-07-13
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,47.21,12.0,63.4504380130774,74.6132101139997,2026-07-13
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,138.422708839287,20.897548661,2026-07-13
GPT-5.6 Luna (high),OpenAI,1m,46.06,4.75,208.968903548806,5.44510395550037,2026-07-13
Qwen3.7 Max,Alibaba,991k,45.99,3.125,52.3678649011465,1.34190997700034,2026-07-13
GPT-5.6 Terra (medium),OpenAI,1m,45.57,11.875,123.851149217153,1.38010393199988,2026-07-13
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,232.343496767598,9.49796409850001,2026-07-13
MiniMax-M3,MiniMax,1m,44.44,0.9749999999999999,31.5552749462095,0.773518212999988,2026-07-13
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,97.7750802330198,52.5562247169999,2026-07-13
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,1m,44.27,0.76125,64.2495186568863,1.05770112100004,2026-07-13
Kimi K2.6,Kimi,262k,44.22,2.75,46.331152222886,1.4550636580002,2026-07-13
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,43.71,20.0,47.6840735280663,17.4174072845001,2026-07-13
GPT-5.5 (low),OpenAI,272k,43.46,23.75,67.7522128557465,1.6558420765,2026-07-13
"Claude Opus 4.7 (Non-reasoning, High Effort)",Anthropic,1m,42.68,20.0,43.1766443067583,1.41251650799995,2026-07-13
MiMo-V2.5-Pro,Xiaomi,1m,42.24,0.76125,54.4265102548424,2.385536938,2026-07-13
GPT-5.2 (xhigh),OpenAI,400k,42.18,10.9375,78.5185210574267,94.3319747979999,2026-07-13
Kimi K2.7 Code,Kimi,256k,41.95,2.81,33.7627947685923,0.636851412999931,2026-07-13
"Claude Sonnet 5 (Non-reasoning, High Effort)",Anthropic,1m,41.73,8.0,61.3410011430769,0.903261581499919,2026-07-13
Nex-N2-Pro,Nex AGI,262k,40.96,2.0,141.594006084997,0.92154756649984,2026-07-13
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,66k,40.83,0.76125,58.6116853526589,1.0564915445,2026-07-13
Claude Opus 4.5 (Reasoning),Anthropic,200k,40.77,20.0,58.580129061074,11.7330047505,2026-07-13
GPT-5.6 Terra (low),OpenAI,1m,40.47,11.875,126.415314298916,1.27417939650001,2026-07-13
"DeepSeek V4 Flash (Reasoning, Max Effort)",DeepSeek,1m,40.28,0.1575,21.0221041568291,0.879836266999973,2026-07-13
GLM-5.1 (Reasoning),Z AI,203k,40.16,2.6500000000000004,64.1156371013321,4.70340531099998,2026-07-13
GPT-5.2 Codex (xhigh),OpenAI,400k,40.14,10.9375,144.086227592538,1.49045013849991,2026-07-13
Qwen3.6 Max Preview,Alibaba,256k,40.0,6.175,52.5316043634061,2.23472837200006,2026-07-13
GPT-5.4 mini (xhigh),OpenAI,400k,39.98,3.5625,244.325209878454,140.04538832,2026-07-13
Grok Build 0.1 0616,SpaceXAI,256k,39.8,1.75,59.0951454519446,0.406525255500128,2026-07-13
Qwen3.6 Plus,Alibaba,1m,39.56,2.375,52.7491504622756,1.57734636500015,2026-07-13
Gemini 3 Pro Preview (high),Google,1m,39.55,9.5,132.48829691147,23.7496431379999,2026-07-13
GLM-5 (Reasoning),Z AI,203k,39.5,1.71,26.4409130833635,0.900948479999897,2026-07-13
GPT-5.4 (low),OpenAI,272k,39.14,11.875,115.291103906627,1.17126658049984,2026-07-13
Qwen3.7 Plus,Alibaba,1m,38.98,1.3000000000000003,51.6231308437104,2.06351681749971,2026-07-13
GPT-5.4 nano (xhigh),OpenAI,400k,38.24,0.9875,175.766644646211,2.61906816400005,2026-07-13
MiniMax-M2.7,MiniMax,197k,38.13,0.9749999999999999,206.307081788578,0.438402240499954,2026-07-13
Kimi K2.5 (Reasoning),Kimi,262k,38.11,1.8,54.9508096157825,0.657051471000045,2026-07-13
GPT-5.6 Luna (medium),OpenAI,1m,38.05,4.75,201.304340567715,1.58529994250022,2026-07-13
GPT-5.2 (medium),OpenAI,400k,37.95,10.9375,72.7692780013795,3.5553193825001,2026-07-13
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,1m,37.79,20.0,45.1985838714328,2.11286865949999,2026-07-13
Gemini 3 Flash Preview (Reasoning),Google,1m,37.76,2.375,202.246661073076,5.14711300049976,2026-07-13
Nemotron 3 Ultra 550B A55B (Reasoning),NVIDIA,262k,37.76,0.9025000000000001,445.318758327827,0.613513804000149,2026-07-13
Grok 4.3 (high),SpaceXAI,1m,37.58,2.1875,156.088542261015,31.9284809620001,2026-07-13
"DeepSeek V4 Flash (Reasoning, High Effort)",DeepSeek,1m,37.36,0.1575,21.668827409856,1.0496740399999,2026-07-13
MiMo-V2.5,Xiaomi,1m,37.2,0.24500000000000002,46.7235266958124,1.82804034100002,2026-07-13
Qwen3.6 27B (Reasoning),Alibaba,131k,37.05,2.4,486.232832150031,0.271644972500099,2026-07-13
Grok 4.20 0309 v2 (Reasoning),SpaceXAI,2m,37.0,5.0,167.317184899198,17.004358383,2026-07-13
GPT-5.1 (high),OpenAI,272k,36.87,7.8125,115.111133433026,29.4842347260001,2026-07-13
Claude 4.5 Sonnet (Reasoning),Anthropic,1m,36.42,12.0,50.9740578168622,9.56883760349995,2026-07-13
GPT-5 Codex (high),OpenAI,400k,36.12,7.8125,168.647072862164,5.968571008,2026-07-13
Grok 4.3 (medium),SpaceXAI,524k,36.0,2.1875,197.459016231044,10.4755494035001,2026-07-13
"Claude Sonnet 4.6 (Non-reasoning, High Effort)",Anthropic,200k,35.89,12.0,54.7473944497146,0.992073535999907,2026-07-13
Grok 4.3 (low),SpaceXAI,524k,35.44,2.1875,203.578943023924,5.29100575600012,2026-07-13
GPT-5.5 (Non-reasoning),OpenAI,1m,35.38,23.75,64.4546922146587,0.897672710500274,2026-07-13
GLM-5.1 (Non-reasoning),Z AI,203k,35.37,2.6500000000000004,73.9566584154353,4.41900923099996,2026-07-13
Gemini 3.5 Flash (minimal),Google,1m,34.91,7.125,223.084604180933,0.738766988999942,2026-07-13
GPT-5.1 Codex (high),OpenAI,400k,34.73,7.8125,183.453270478056,5.40435478100014,2026-07-13
