model,provider,context,quality,price,speed,latency,scraped_at
"Claude Opus 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,60.69,20.0,55.659346998579,40.439115946,2026-08-05
"Claude Opus 5 (Adaptive Reasoning, Xhigh Effort)",Anthropic,1m,60.07,20.0,51.2476307686185,24.9244552825,2026-08-05
"Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)",Anthropic,1m,59.86,40.0,64.2397889312674,53.254094197,2026-08-05
GPT-5.6 Sol (max),OpenAI,262k,58.89,23.75,79.7561481627599,68.691019655,2026-08-05
"Claude Opus 5 (Adaptive Reasoning, High Effort)",Anthropic,1m,58.86,20.0,51.6925273846096,12.8900002855,2026-08-05
GPT-5.6 Sol (xhigh),OpenAI,1m,57.65,23.75,73.4791059545411,25.6128728785,2026-08-05
Kimi K3 (max),Kimi,1m,57.11,12.0,33.6419054358141,2.84269815600002,2026-08-05
"Claude Opus 5 (Adaptive Reasoning, Medium Effort)",Anthropic,1m,56.28,20.0,50.7342267984788,6.732904683,2026-08-05
GPT-5.6 Sol (high),OpenAI,1m,55.87,23.75,70.7944662447468,15.0318555575,2026-08-05
GPT-5.6 Terra (max),OpenAI,1m,54.95,9.5,128.328223155798,98.3981155155,2026-08-05
Grok 4.5 (high),SpaceXAI,500k,53.83,5.0,58.5432651682701,14.679944897,2026-08-05
GPT-5.6 Sol (medium),OpenAI,1m,53.59,23.75,68.841193785447,5.39108732450001,2026-08-05
"Claude Sonnet 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.35,8.0,88.2795518847511,123.238146936,2026-08-05
GPT-5.6 Terra (xhigh),OpenAI,1m,51.6,9.5,115.681260377079,15.0545465605,2026-08-05
GPT-5.6 Luna (max),OpenAI,1m,51.24,0.95,167.296908252383,61.628375171,2026-08-05
GLM-5.2 (max),Z AI,205k,51.09,1.9874999999999998,61.96076871168,0.801922872000034,2026-08-05
Muse Spark 1.1 (xhigh),Meta,1m,50.62,3.5,185.299348640933,2.32217722549998,2026-08-05
"Claude Opus 5 (Adaptive Reasoning, Low Effort)",Anthropic,1m,50.61,20.0,50.077620045792,3.23105502550001,2026-08-05
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,267.819379322323,12.9113121725,2026-08-05
Gemini 3.6 Flash (high),Google,1m,50.07,6.0,230.401372874886,15.098825779,2026-08-05
"DeepSeek V4 Flash 0731 (Reasoning, Max Effort)",DeepSeek,1m,49.93,0.1575,81.3543231827432,0.543060029000031,2026-08-05
GPT-5.6 Sol (low),OpenAI,1m,49.44,23.75,66.282824762093,2.89802061199998,2026-08-05
GPT-5.6 Luna (xhigh),OpenAI,1m,49.07,0.95,172.254981779854,29.11302794,2026-08-05
GPT-5.6 Terra (high),OpenAI,1m,48.95,9.5,123.943823802683,2.28101964099999,2026-08-05
Kimi K3 (low),Kimi,1m,46.6,12.0,35.7480658817711,2.534921688,2026-08-05
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,130.323312215576,28.3541243205,2026-08-05
GPT-5.6 Luna (high),OpenAI,1m,46.06,0.95,159.15308023272,9.4004992345,2026-08-05
Qwen3.7 Max,Alibaba,991k,45.99,6.25,203.262970714097,1.40225200300002,2026-08-05
GPT-5.6 Terra (medium),OpenAI,1m,45.57,9.5,106.327861478623,1.41179254100004,2026-08-05
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,273.193555207819,13.380076969,2026-08-05
MiniMax-M3,MiniMax,262k,44.44,0.7775,312.647378625509,0.872120260999978,2026-08-05
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,1m,44.27,0.76125,66.4216397961939,1.10459732949999,2026-08-05
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,123.724456660294,42.02031749,2026-08-05
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,66k,43.11,0.76125,69.8956856971517,1.10868568400001,2026-08-05
MiMo-V2.5-Pro,Xiaomi,1m,42.24,0.76125,43.0035630735518,1.877320775,2026-08-05
Kimi K2.7 Code,Kimi,66k,41.95,2.8025,318.403777051692,0.849885754000028,2026-08-05
"Claude Sonnet 5 (Non-reasoning, High Effort)",Anthropic,1m,41.73,8.0,60.3575921741641,0.937720662999965,2026-08-05
Hy3,Tencent,256k,41.23,0.42900000000000005,73.7497707500628,1.702427565,2026-08-05
GPT-5.6 Sol (Non-reasoning),OpenAI,1m,41.2,23.75,68.2011501540754,0.940123677000003,2026-08-05
Nex-N2-Pro,Nex AGI,262k,40.96,2.0,135.699562421682,0.847004596999994,2026-08-05
Inkling (xhigh),Thinking Machines,131k,40.74,3.2749999999999995,247.551992058979,0.486933348000008,2026-08-05
GPT-5.6 Terra (low),OpenAI,1m,40.47,9.5,118.091229661876,1.32426204249998,2026-08-05
Inkling Small,Thinking Machines,256k,40.17,0.9749999999999999,130.629707870193,1.60796036599999,2026-08-05
Qwen3.6 Plus,Alibaba,1m,39.56,2.375,55.7441488290613,1.27699645000002,2026-08-05
Qwen3.7 Plus,Alibaba,1m,38.98,1.3000000000000003,52.4907149508203,1.72064382450001,2026-08-05
GPT-5.6 Luna (medium),OpenAI,1m,38.05,0.95,167.00850496474,3.886022664,2026-08-05
Nemotron 3 Ultra 550B A55B (Reasoning),NVIDIA,262k,37.76,1.7750000000000001,85.1842435994062,2.95263228800001,2026-08-05
MiMo-V2.5,Xiaomi,1m,37.2,0.24500000000000002,71.1524589833986,0.71005356400002,2026-08-05
Qwen3.6 27B (Reasoning),Alibaba,262k,37.05,2.4,448.125018642259,0.349565707500012,2026-08-05
Gemini 3.5 Flash-Lite,Google,1m,36.48,1.95,386.488933865958,7.94281435200003,2026-08-05
Grok 4.3 (medium),SpaceXAI,524k,36.0,2.1875,191.651835928336,10.7016770225,2026-08-05
Grok 4.3 (low),SpaceXAI,524k,35.44,2.1875,203.720776771074,5.98519261250001,2026-08-05
Gemini 3.5 Flash (minimal),Google,1m,34.91,7.125,246.411293790283,0.744005247999993,2026-08-05
Kimi K2.6 (Non-reasoning),Kimi,262k,34.58,2.72,255.95896049935,0.904687903000024,2026-08-05
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,1m,34.26,12.0,52.7063116591666,1.12471335800003,2026-08-05
GLM-5.2 (Non-reasoning),Z AI,432k,34.05,3.3749999999999996,234.496992554753,5.34931087549998,2026-08-05
GPT-5.6 Terra (Non-reasoning),OpenAI,1m,33.97,9.5,114.290856693952,0.771722512000011,2026-08-05
KAT Coder Pro V2,KwaiKAT,256k,33.69,0.9749999999999999,108.307455114557,1.160918491,2026-08-05
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,33.68,1.93375,11.7896790654545,0.7275007245,2026-08-05
LongCat 2.0,LongCat,1m,33.48,2.4000000000000004,46.1080311322155,1.630569076,2026-08-05
GPT-5.6 Luna (low),OpenAI,1m,33.26,0.95,163.439205790537,1.8699879165,2026-08-05
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,32.28,1.625,67.5102582193363,1.22971358799998,2026-08-05
Qwen3.5 397B A17B (Non-reasoning),Alibaba,262k,31.98,1.93375,12.525147195132,0.670764603500004,2026-08-05
Qwen3.6 35B A3B (Reasoning),Alibaba,229k,31.65,0.7374999999999999,84.5680039329538,0.302262567500022,2026-08-05
DeepSeek V4 Pro (Non-reasoning),DeepSeek,1m,31.22,0.76125,62.8606027520637,1.1368545215,2026-08-05
Qwen3.5 Omni Plus,Alibaba,256k,30.64,3.6999999999999997,50.8501717362937,1.33344690149999,2026-08-05
