model,provider,context,quality,price,speed,latency,scraped_at
"Claude Opus 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,60.69,20.0,57.0374874699017,28.644474648,2026-08-02
"Claude Opus 5 (Adaptive Reasoning, Xhigh Effort)",Anthropic,1m,60.07,20.0,54.7147540199542,23.0135618475,2026-08-02
"Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)",Anthropic,1m,59.86,40.0,59.6247385739907,54.3657475535,2026-08-02
GPT-5.6 Sol (max),OpenAI,262k,58.89,23.75,72.4890836066222,67.8378964355,2026-08-02
"Claude Opus 5 (Adaptive Reasoning, High Effort)",Anthropic,1m,58.86,20.0,52.3494359355565,9.9857685875,2026-08-02
GPT-5.6 Sol (xhigh),OpenAI,1m,57.65,23.75,67.6269431651347,16.804256126,2026-08-02
Kimi K3 (max),Kimi,1m,57.11,12.0,33.2667331663313,3.33838604999998,2026-08-02
"Claude Opus 5 (Adaptive Reasoning, Medium Effort)",Anthropic,1m,56.28,20.0,55.1967437291317,6.62662483949999,2026-08-02
GPT-5.6 Sol (high),OpenAI,1m,55.87,23.75,65.7585854571623,9.48168247000001,2026-08-02
"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",Anthropic,1m,55.69,20.0,64.7613708689798,19.5340482435,2026-08-02
GPT-5.6 Terra (max),OpenAI,1m,54.95,9.5,132.650034897965,78.890579201,2026-08-02
Grok 4.5 (high),SpaceXAI,500k,53.83,5.0,55.0104132188215,10.263820555,2026-08-02
GPT-5.6 Sol (medium),OpenAI,1m,53.59,23.75,57.598665246053,6.11808879400002,2026-08-02
"Claude Sonnet 5 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.35,8.0,83.4299796978177,99.512596686,2026-08-02
GPT-5.6 Terra (xhigh),OpenAI,1m,51.6,9.5,112.512075093412,6.86918650299998,2026-08-02
GPT-5.6 Luna (max),OpenAI,1m,51.24,0.95,186.687473017959,56.348909909,2026-08-02
GLM-5.2 (max),Z AI,205k,51.09,2.005,67.6799423119439,0.898543851999989,2026-08-02
Muse Spark 1.1 (xhigh),Meta,1m,50.62,3.5,146.41081203826,1.466065878,2026-08-02
"Claude Opus 5 (Adaptive Reasoning, Low Effort)",Anthropic,1m,50.61,20.0,51.8934676250281,2.94219755899999,2026-08-02
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,222.147769365229,11.2977589115,2026-08-02
Gemini 3.6 Flash (high),Google,1m,50.07,6.0,213.505644768605,13.4026182895,2026-08-02
GPT-5.6 Sol (low),OpenAI,1m,49.44,23.75,59.0805913903215,2.5511262765,2026-08-02
GPT-5.6 Luna (xhigh),OpenAI,1m,49.07,0.95,173.967156826479,17.218643817,2026-08-02
GPT-5.6 Terra (high),OpenAI,1m,48.95,9.5,116.312950961465,2.83576075299997,2026-08-02
Kimi K3 (low),Kimi,1m,46.6,12.0,33.6860272526217,3.35199516099999,2026-08-02
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,136.454924680511,22.450362267,2026-08-02
GPT-5.6 Luna (high),OpenAI,1m,46.06,0.95,174.126248283076,6.371846477,2026-08-02
Qwen3.7 Max,Alibaba,991k,45.99,3.125,51.3027656081505,1.57816973199999,2026-08-02
GPT-5.6 Terra (medium),OpenAI,1m,45.57,9.5,111.557064336526,1.83371699599999,2026-08-02
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,249.744892645371,9.93239751800002,2026-08-02
MiniMax-M3,MiniMax,1m,44.44,0.7775,282.123883013437,0.921193231000018,2026-08-02
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,109.082432353364,41.729883306,2026-08-02
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,1m,44.27,0.76125,66.5664916756054,1.0337826675,2026-08-02
"DeepSeek V4 Pro (Reasoning, High Effort)",DeepSeek,66k,43.11,0.76125,59.8254017261163,1.04306383850005,2026-08-02
"Claude Opus 4.7 (Non-reasoning, High Effort)",Anthropic,1m,42.68,20.0,59.9727794651542,1.27060005850001,2026-08-02
MiMo-V2.5-Pro,Xiaomi,1m,42.24,0.76125,51.1646236061609,2.00744559099999,2026-08-02
Kimi K2.7 Code,Kimi,256k,41.95,2.8025,285.846577888409,0.877363249999995,2026-08-02
"Claude Sonnet 5 (Non-reasoning, High Effort)",Anthropic,1m,41.73,8.0,67.1933759683189,1.68298751149999,2026-08-02
Hy3,Tencent,256k,41.23,0.42900000000000005,75.0936337032941,1.685713787,2026-08-02
GPT-5.6 Sol (Non-reasoning),OpenAI,1m,41.2,23.75,62.2697677906053,1.1213110745,2026-08-02
Nex-N2-Pro,Nex AGI,262k,40.96,2.0,132.829107171242,0.851993683500012,2026-08-02
Inkling (xhigh),Thinking Machines,131k,40.74,3.2874999999999996,10.3976982003267,1.15310336599999,2026-08-02
GPT-5.6 Terra (low),OpenAI,1m,40.47,9.5,120.478879477317,1.38806048799998,2026-08-02
"DeepSeek V4 Flash (Reasoning, Max Effort)",DeepSeek,1m,40.28,0.1575,30.5734773100244,1.0224855015,2026-08-02
Inkling Small,Thinking Machines,262k,40.17,0.9749999999999999,91.8202763890326,1.71258030949998,2026-08-02
Qwen3.6 Plus,Alibaba,1m,39.56,2.375,54.8816518276623,1.64256447100002,2026-08-02
Qwen3.7 Plus,Alibaba,1m,38.98,1.3000000000000003,52.1117345709879,1.71108180300001,2026-08-02
Agnes 2.5 Pro Alpha,Sapiens AI,1m,38.79,0.7875000000000001,127.178748533376,1.70878441999997,2026-08-02
GPT-5.6 Luna (medium),OpenAI,1m,38.05,0.95,161.631647557926,1.46880305049999,2026-08-02
Nemotron 3 Ultra 550B A55B (Reasoning),NVIDIA,262k,37.76,0.9025000000000001,429.472757555183,0.658973661999994,2026-08-02
"DeepSeek V4 Flash (Reasoning, High Effort)",DeepSeek,1m,37.46,0.1575,34.4617967543723,0.804846269000002,2026-08-02
MiMo-V2.5,Xiaomi,1m,37.2,0.24500000000000002,64.5588422977551,0.523388299999993,2026-08-02
Qwen3.6 27B (Reasoning),Alibaba,262k,37.05,2.4,458.205411816024,0.318754677500003,2026-08-02
Gemini 3.5 Flash-Lite,Google,1m,36.48,1.95,351.199617794798,6.661928204,2026-08-02
Grok 4.3 (medium),SpaceXAI,524k,36.0,2.1875,186.120145470575,9.582788365,2026-08-02
Grok 4.3 (low),SpaceXAI,524k,35.44,2.1875,178.981782873217,3.63677441600001,2026-08-02
Gemini 3.5 Flash (minimal),Google,1m,34.91,7.125,213.459268388767,0.762715188000016,2026-08-02
Kimi K2.6 (Non-reasoning),Kimi,262k,34.58,2.72,228.200980015622,0.889546724999946,2026-08-02
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,1m,34.26,12.0,52.614554023785,1.114876489,2026-08-02
GLM-5.2 (Non-reasoning),Z AI,432k,34.05,3.3749999999999996,193.83774443676,5.43898342999998,2026-08-02
GPT-5.6 Terra (Non-reasoning),OpenAI,1m,33.97,9.5,105.393819501883,0.656316356000019,2026-08-02
KAT Coder Pro V2,KwaiKAT,256k,33.69,0.9749999999999999,104.639780348598,1.02210243600001,2026-08-02
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,33.68,1.8524999999999998,101.936206076791,1.19274488399998,2026-08-02
Hy3-preview (Reasoning),Tencent,256k,33.58,0.21150000000000002,181.773435598505,1.79699922500001,2026-08-02
LongCat 2.0,LongCat,1m,33.48,2.4000000000000004,45.4804381174794,1.57913251299999,2026-08-02
GPT-5.6 Luna (low),OpenAI,1m,33.26,0.95,163.32099793922,1.27390223450001,2026-08-02
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,32.28,1.625,55.3156740007048,1.31029673800001,2026-08-02
Qwen3.5 397B A17B (Non-reasoning),Alibaba,262k,31.98,1.93375,9.01599047307998,216.5730196215,2026-08-02
Qwen3.6 35B A3B (Reasoning),Alibaba,229k,31.65,0.7374999999999999,25.8503550459706,0.443251113000002,2026-08-02
DeepSeek V4 Pro (Non-reasoning),DeepSeek,1m,31.22,0.76125,64.391588599693,1.11936185799999,2026-08-02
Qwen3.5 Omni Plus,Alibaba,256k,30.64,3.6999999999999997,52.8583740348853,1.293698858,2026-08-02
Ring-2.6-1T,InclusionAI,262k,30.57,1.95,127.757174731048,1.84958344900008,2026-08-02
Qwen3.6 27B (Non-reasoning),Alibaba,131k,30.46,2.4,474.481268289888,0.241196725000009,2026-08-02
o3,OpenAI,200k,30.4,6.5,109.987479242818,15.874131239,2026-08-02
Step 3.7 Flash,StepFun,256k,30.27,0.9125,389.745505633956,1.052640266,2026-08-02
Mistral Medium 3.5,Mistral,262k,29.95,6.0,56.4398183865622,0.816358283500023,2026-08-02
Claude 4.5 Haiku (Reasoning),Anthropic,200k,29.58,4.0,165.18955298332,9.27918136049999,2026-08-02
Gemma 4 31B (Reasoning),Google,262k,29.35,0.28,36.5410533942109,0.73333599450001,2026-08-02
DeepSeek V4 Flash (Non-reasoning),DeepSeek,1m,28.65,0.24500000000000002,106.372655107362,0.855560145999959,2026-08-02
MiMo-V2.5-Pro (Non-reasoning),Xiaomi,66k,27.86,0.76125,52.1688681598942,2.39746135799999,2026-08-02
Qwen3.5 122B A10B (Non-reasoning),Alibaba,262k,27.6,1.8724999999999998,56.7188651303751,5.071941798,2026-08-02
