model,provider,context,quality,price,speed,latency,scraped_at
"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",Anthropic,1m,55.69,20.0,63.374318609557,22.635513626,2026-06-27
GPT-5.5 (xhigh),OpenAI,272k,54.84,23.75,86.5126728743053,36.483270362,2026-06-27
"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",Anthropic,1m,53.53,20.0,79.6559610047472,21.8075744395,2026-06-27
GPT-5.5 (high),OpenAI,272k,53.13,23.75,85.3277301167336,12.7715578755,2026-06-27
GPT-5.4 (xhigh),OpenAI,272k,51.4,11.875,162.511243269076,95.902291146,2026-06-27
GLM-5.2 (max),Z AI,980k,51.09,2.92,73.7647466431983,1.89162103749999,2026-06-27
GPT-5.5 (medium),OpenAI,272k,50.41,23.75,74.5465345150992,4.57047929200007,2026-06-27
Gemini 3.5 Flash (high),Google,1m,50.2,7.125,225.403003877896,17.6793792860001,2026-06-27
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,47.21,12.0,70.7177918060274,67.0348306480003,2026-06-27
Gemini 3.1 Pro Preview,Google,1m,46.46,9.5,149.64747310997,30.208274222,2026-06-27
Qwen3.7 Max,Alibaba,991k,45.99,6.25,204.038561434073,1.59534545600002,2026-06-27
Gemini 3.5 Flash (medium),Google,1m,45.38,7.125,217.12781532986,13.4011551430001,2026-06-27
MiniMax-M3,MiniMax,1m,44.44,0.9749999999999999,28.6152070400315,1.05920361049993,2026-06-27
GPT-5.3 Codex (xhigh),OpenAI,400k,44.27,10.9375,99.5898236734984,70.5646487639999,2026-06-27
"DeepSeek V4 Pro (Reasoning, Max Effort)",DeepSeek,66k,44.27,0.76125,83.7003057905242,1.15355401500005,2026-06-27
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,43.71,20.0,65.5298229147125,15.864995836,2026-06-27
GPT-5.5 (low),OpenAI,272k,43.46,23.75,71.8368425407555,1.78831960250022,2026-06-27
Kimi K2.6,Kimi,262k,42.84,2.8,403.937407588602,0.532940245000191,2026-06-27
