model,provider,context,quality,price,speed,latency,scraped_at
Gemini 3.1 Pro Preview,Google (Vertex),1m,57.18,4.5,103.666817175074,36.796229735,2026-03-06
Gemini 3.1 Pro Preview,Google (AI Studio),1m,57.18,4.5,120.043181742577,27.3495073950001,2026-03-06
GPT-5.4 (xhigh),OpenAI,1m,56.95,5.625,76.0149953961881,127.447885648,2026-03-06
GPT-5.3 Codex (xhigh),OpenAI,400k,53.97,4.8125,65.6489462063086,89.1978475454999,2026-03-06
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,52.95,10.0,56.4018297073229,12.453378224,2026-03-06
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Google,200k,52.95,10.0,57.2979250386984,1.0880975809996,2026-03-06
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Amazon,200k,52.95,10.0,57.4207800125285,1.95345928999996,2026-03-06
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Azure,200k,52.95,10.0,55.7299442575804,13.95009734,2026-03-06
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,51.72,6.0,70.3031737582651,64.0665968115,2026-03-06
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Azure,200k,51.72,6.0,74.405107902128,66.7999325269999,2026-03-06
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Google,200k,51.72,6.0,78.3430822499759,66.182689947,2026-03-06
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Amazon,200k,51.72,6.0,76.5464383100455,50.2591099690001,2026-03-06
GPT-5.2 (xhigh),Databricks,400k,51.28,4.8125,73.196710977561,121.7619479725,2026-03-06
GPT-5.2 (xhigh),Azure,400k,51.28,4.8125,78.2990747789891,96.545855655,2026-03-06
GPT-5.2 (xhigh),OpenAI,400k,51.28,4.8125,66.0991951342868,110.745881413,2026-03-06
GLM-5 (Reasoning),SiliconFlow (FP8),200k,49.77,1.55,37.8068331816633,3.42590659500001,2026-03-06
GLM-5 (Reasoning),Novita FP8,203k,49.77,1.55,43.7820494925699,1.28807076549998,2026-03-06
GLM-5 (Reasoning),Parasail (FP8),203k,49.77,1.55,24.866793179145,0.893517875499924,2026-03-06
GLM-5 (Reasoning),DeepInfra FP8,203k,49.77,1.24,32.6135191465956,0.771339930000025,2026-03-06
GLM-5 (Reasoning),GMI FP8,203k,49.77,1.55,112.594835584236,1.49378688099978,2026-03-06
