model,provider,context,quality,price,speed,latency,scraped_at
Gemini 3.1 Pro Preview,Google,1m,57.18,4.5,118.220835259043,33.4581898059998,2026-04-01
GPT-5.4 (xhigh),OpenAI,1m,57.17,5.625,80.5709062932518,158.077178516,2026-04-01
GPT-5.3 Codex (xhigh),OpenAI,400k,53.97,4.8125,86.7642063117239,81.4853520455001,2026-04-01
"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,1m,52.95,10.0,58.628264778158,14.155237855,2026-04-01
"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",Anthropic,200k,51.72,6.0,67.1157141719177,75.718597029,2026-04-01
GPT-5.2 (xhigh),OpenAI,400k,51.28,4.8125,72.0052287018746,83.97415905,2026-04-01
GLM-5 (Reasoning),Z AI,203k,49.77,1.24,65.8367395900015,0.632246576000171,2026-04-01
Claude Opus 4.5 (Reasoning),Anthropic,200k,49.73,10.0,69.4962183406281,13.222637393,2026-04-01
MiniMax-M2.7,MiniMax,205k,49.62,0.525,40.7242863652923,1.3452048470001,2026-04-01
GPT-5.2 Codex (xhigh),OpenAI,400k,49.03,4.8125,120.184452461207,9.90238205700001,2026-04-01
Grok 4.20 Beta 0309 (Reasoning),xAI,2m,48.48,3.0,237.361599192981,14.408482188,2026-04-01
Gemini 3 Pro Preview (high),Google,1m,48.39,4.5,120.526117756312,31.192962281,2026-04-01
GPT-5.4 mini (xhigh),OpenAI,400k,48.1,1.6875,222.250471243717,112.144242403,2026-04-01
GPT-5.1 (high),OpenAI,400k,47.7,3.4375,97.0185818451986,49.783177091,2026-04-01
Kimi K2.5 (Reasoning),Kimi,262k,46.81,0.9,33.6571554233266,0.538448061000054,2026-04-01
GPT-5.2 (medium),OpenAI,400k,46.64,4.8125,77.9240810787055,3.45159564599999,2026-04-01
"Claude Opus 4.6 (Non-reasoning, High Effort)",Anthropic,1m,46.46,10.0,52.9842959976787,1.91955346500003,2026-04-01
Gemini 3 Flash Preview (Reasoning),Google,1m,46.43,1.125,191.527184074036,6.30693191199998,2026-04-01
Qwen3.5 397B A17B (Reasoning),Alibaba,262k,45.05,1.255,139.664416846793,0.340507750499995,2026-04-01
GPT-5 Codex (high),OpenAI,400k,44.63,3.4375,209.645150734144,7.55911761499988,2026-04-01
GPT-5 (high),OpenAI,400k,44.63,3.4375,121.831533637606,88.591718336,2026-04-01
GPT-5.4 nano (xhigh),OpenAI,400k,44.39,0.4625,177.461438938631,3.02886544199998,2026-04-01
"Claude Sonnet 4.6 (Non-reasoning, High Effort)",Anthropic,200k,44.38,6.0,51.2504577332165,0.807696856000007,2026-04-01
KAT Coder Pro V2,KwaiKAT,256k,43.83,0.525,115.398323375175,1.94837342198832,2026-04-01
GPT-5.1 Codex (high),OpenAI,400k,43.11,3.4375,141.865057021914,6.38597289300003,2026-04-01
Claude Opus 4.5 (Non-reasoning),Anthropic,200k,43.09,10.0,52.4261998100804,2.09017073150005,2026-04-01
Claude 4.5 Sonnet (Reasoning),Anthropic,1m,43.03,6.0,57.8900935444179,10.563646003,2026-04-01
"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",Anthropic,1m,42.6,6.0,52.6483711411453,1.49092721900001,2026-04-01
GLM-4.7 (Reasoning),Z AI,200k,42.11,0.7375,54.4316281153611,0.469370962000085,2026-04-01
Qwen3.5 27B (Reasoning),Alibaba,262k,42.07,0.825,86.3097224666667,1.36339757099995,2026-04-01
GPT-5 (medium),OpenAI,400k,42.03,3.4375,84.0031558502007,34.1606573439999,2026-04-01
MiniMax-M2.5,MiniMax,197k,41.93,0.4,91.9784740483587,1.73921140600009,2026-04-01
DeepSeek V3.2 (Reasoning),DeepSeek,128k,41.71,0.30175,30.6706177434938,1.40752002500017,2026-04-01
Qwen3.5 122B A10B (Reasoning),Alibaba,262k,41.6,0.9425,155.78515329929,0.292564384000172,2026-04-01
Grok 4,xAI,256k,41.52,6.0,56.2772377463772,8.81799299499994,2026-04-01
MiMo-V2-Flash (Feb 2026),Xiaomi,256k,41.46,0.15,122.56616573976,1.49121769299995,2026-04-01
Gemini 3 Pro Preview (low),Google,1m,41.3,4.5,115.540186193008,14.4230225485001,2026-04-01
GPT-5 mini (high),OpenAI,400k,41.17,0.6875,81.096139062729,88.4936777439999,2026-04-01
Kimi K2 Thinking,Kimi,262k,40.89,0.8525,106.204377015216,0.311160618000031,2026-04-01
GLM-5 (Non-reasoning),Z AI,203k,40.57,1.24,75.2942926260806,0.645664901000146,2026-04-01
Qwen3.5 397B A17B (Non-reasoning),Alibaba,262k,40.1,1.255,138.056826154884,0.336539742500009,2026-04-01
Qwen3 Max Thinking,Alibaba,256k,39.85,2.4,37.1667470695002,1.70869631100004,2026-04-01
MiniMax-M2.1,MiniMax,197k,39.42,0.44,67.7411420384297,0.496232750999994,2026-04-01
MiMo-V2-Flash (Reasoning),Xiaomi,256k,39.24,0.15,122.993776571349,2.14318804699997,2026-04-01
GPT-5 (low),OpenAI,400k,39.2,3.4375,88.2582544856381,9.94365476700023,2026-04-01
GPT-5 mini (medium),OpenAI,400k,38.94,0.6875,69.968279334116,20.086587244,2026-04-01
Claude 4 Sonnet (Reasoning),Anthropic,1m,38.66,6.0,53.2146562315741,11.1719562110001,2026-04-01
GPT-5.1 Codex mini (high),OpenAI,400k,38.63,0.6875,180.819087496322,7.88155580199999,2026-04-01
Grok 4.1 Fast (Reasoning),xAI,2m,38.61,0.275,145.570833187889,12.2215061659999,2026-04-01
o3,OpenAI,200k,38.37,3.5,41.4912527257475,31.74363753,2026-04-01
GPT-5.4 nano (medium),OpenAI,400k,38.11,0.4625,193.491452341624,2.24765596499992,2026-04-01
Step 3.5 Flash,StepFun,256k,37.8,0.15,91.0232218715532,3.579251637,2026-04-01
GPT-5.4 mini (medium),OpenAI,400k,37.73,1.6875,197.284553184241,6.44303866500002,2026-04-01
Kimi K2.5 (Non-reasoning),Kimi,256k,37.27,1.0,231.466492474732,1.11740107700007,2026-04-01
Qwen3.5 27B (Non-reasoning),Alibaba,262k,37.18,0.825,90.8977163644899,1.29491628100004,2026-04-01
Claude 4.5 Sonnet (Non-reasoning),Anthropic,1m,37.14,6.0,51.0289888260393,1.07713577799996,2026-04-01
Qwen3.5 35B A3B (Reasoning),Alibaba,262k,37.12,0.6875,110.492270736255,1.05320067450004,2026-04-01
Claude 4.5 Haiku (Reasoning),Anthropic,200k,37.09,2.0,161.387635403586,10.1143080009999,2026-04-01
MiniMax-M2,MiniMax,205k,36.09,0.525,73.9493529004572,1.09019926349995,2026-04-01
KAT-Coder-Pro V1,KwaiKAT,256k,36.03,0.525,92.1964551191001,1.09068942399995,2026-04-01
NVIDIA Nemotron 3 Super 120B A12B (Reasoning),NVIDIA,262k,35.97,0.35,154.195016821285,0.540171692000058,2026-04-01
Qwen3.5 122B A10B (Non-reasoning),Alibaba,262k,35.87,0.9425,158.31817555489,0.28928536400008,2026-04-01
Nova 2.0 Pro Preview (medium),Amazon,256k,35.71,3.4375,136.63777364628,23.618692709,2026-04-01
GPT-5.4 (Non-reasoning),OpenAI,1m,35.39,5.625,67.9286885042834,0.70740415299997,2026-04-01
Grok 4 Fast (Reasoning),xAI,2m,35.06,0.275,168.227954138216,4.46424034899997,2026-04-01
Gemini 3 Flash Preview (Non-reasoning),Google,1m,35.05,1.125,193.342368513169,1.84300459949997,2026-04-01
Claude 3.7 Sonnet (Reasoning),Anthropic,200k,34.71,6.0,69.9891180897593,0.777887814999985,2026-04-01
Gemini 2.5 Pro,Google,1m,34.63,3.4375,134.824636614875,26.39055358,2026-04-01
GLM-4.7 (Non-reasoning),Z AI,200k,34.16,0.76,52.020314619553,0.499229337999964,2026-04-01
DeepSeek V3.1 Terminus (Reasoning),DeepSeek,131k,33.93,0.4525,31.7128993692534,1.54239360199995,2026-04-01
GPT-5.2 (Non-reasoning),OpenAI,400k,33.57,4.8125,73.68774080574,0.584732058999975,2026-04-01
Gemini 3.1 Flash-Lite Preview,Google,1m,33.52,0.5625,224.859578985287,8.22032458900003,2026-04-01
gpt-oss-120B (high),OpenAI,131k,33.27,0.07675,52.6133012085426,0.397950548999973,2026-04-01
o4-mini (high),OpenAI,200k,33.06,1.925,105.544176301629,27.318705471,2026-04-01
Claude 4 Sonnet (Non-reasoning),Anthropic,1m,33.0,6.0,48.1717641489609,0.935839572999981,2026-04-01
DeepSeek V3.2 Exp (Reasoning),DeepSeek,128k,32.94,0.305,30.2433452804921,1.20704800800013,2026-04-01
Mercury 2,Inception,128k,32.82,0.375,1060.23653597569,3.52602698299998,2026-04-01
GLM-4.6 (Reasoning),Z AI,203k,32.51,0.7575,30.2880167000084,0.639806609000061,2026-04-01
Qwen3 Max Thinking (Preview),Alibaba,262k,32.48,2.4,46.9177592105067,1.82980292299999,2026-04-01
Qwen3.5 9B (Reasoning),Alibaba,262k,32.43,0.08,133.536026082469,1.64572432749976,2026-04-01
DeepSeek V3.2 (Non-reasoning),DeepSeek,128k,32.09,0.23,33.3356269907928,1.79475211300002,2026-04-01
Grok 3 mini Reasoning (high),xAI,131k,32.08,0.35,197.306532951515,0.34502895899999,2026-04-01
Nova 2.0 Pro Preview (low),Amazon,256k,31.9,3.4375,151.620904244428,6.38933814299992,2026-04-01
Qwen3 Max,Alibaba,258k,31.38,2.4,32.8181143173494,1.82064591099993,2026-04-01
Claude 4.5 Haiku (Non-reasoning),Anthropic,200k,31.05,2.0,113.436529414815,0.883691462000115,2026-04-01
Kimi K2 0905,Kimi,262k,30.85,0.8,67.0464011723961,0.406535388000066,2026-04-01
Claude 3.7 Sonnet (Non-reasoning),Anthropic,200k,30.81,6.0,57.1230863933057,0.908026234999966,2026-04-01
o1,OpenAI,200k,30.75,26.25,115.165692660692,25.992292891,2026-04-01
Qwen3.5 35B A3B (Non-reasoning),Alibaba,262k,30.69,0.6875,125.223087711657,1.02837330099999,2026-04-01
MiMo-V2-Flash (Non-reasoning),Xiaomi,256k,30.35,0.15,122.775278714686,1.50535305100004,2026-04-01
GLM-4.6 (Non-reasoning),Z AI,203k,30.24,1.0,117.502275796428,13.954207357,2026-04-01
GLM-4.7-Flash (Reasoning),Z AI,200k,30.15,0.145,75.4347890627999,0.422363974000064,2026-04-01
Nova 2.0 Lite (medium),Amazon,1m,29.73,0.85,207.703814166734,15.9408234480001,2026-04-01
Grok 4.20 Beta 0309 (Non-reasoning),xAI,2m,29.69,3.0,183.506222369121,0.307232096999996,2026-04-01
Qwen3 235B A22B 2507 (Reasoning),Alibaba,262k,29.54,0.1,106.703092582271,0.519793805000063,2026-04-01
Grok Code Fast 1,xAI,256k,28.74,0.525,218.415972554381,3.33000525400007,2026-04-01
DeepSeek V3.1 Terminus (Non-reasoning),DeepSeek,128k,28.52,0.355,77.2411248385406,0.40059185899986,2026-04-01
DeepSeek V3.2 Exp (Non-reasoning),DeepSeek,128k,28.44,0.2375,12.9701829741341,0.695578071999989,2026-04-01
Qwen3 Coder Next,Alibaba,262k,28.28,0.3125,129.312832103984,0.519668786000011,2026-04-01
DeepSeek V3.1 (Non-reasoning),DeepSeek,128k,28.13,0.355,12.0798208386222,0.747904902000073,2026-04-01
DeepSeek V3.1 (Reasoning),DeepSeek,128k,27.71,0.4525,30.3719288060543,1.51334803099999,2026-04-01
Qwen3 VL 235B A22B (Reasoning),Alibaba,131k,27.64,1.7225,52.2319665138433,1.15554776800002,2026-04-01
GPT-5.1 (Non-reasoning),OpenAI,400k,27.42,3.4375,151.709607847896,1.18610677600009,2026-04-01
Qwen3.5 9B (Non-reasoning),Alibaba,262k,27.33,0.08,191.970378202758,0.476032147999831,2026-04-01
Mistral Small 4 (Reasoning),Mistral,256k,27.19,0.2625,178.408233388781,0.468461641999994,2026-04-01
